"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL464071";"";"0";"301.43";"0";"3.10";"9a";"C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C[C@H]1CCCO1";"Emax";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1019887";"Activity at human cloned mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay relative to basal GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139291";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL260286";"";"0";"524.57";"1";"4.30";"3f";"COC(=O)[C@@H]1C[C@H](OC(=O)c2ccc(OC)cc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C";"Emax";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL923556";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144846";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL259299";"";"0";"573.44";"2";"5.06";"3c";"COC(=O)[C@@H]1C[C@H](OC(=O)c2ccc(Br)cc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C";"Emax";"'='";"108.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL923556";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144846";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL199827";"";"0";"571.80";"2";"8.18";"12 (MCL-197)";"O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccccc1";"Emax";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL863310";"Activity at human mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148605";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308072";""
"CHEMBL49269";"CYCLORPHAN";"0";"297.44";"0";"3.86";"1c";"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3";"Emax";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL863310";"Activity at human mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148605";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308072";""
"CHEMBL469189";"";"0";"322.46";"0";"3.15";"cis-rac-12";"C[C@H]1C2Cc3ccc4c(N)ncnc4c3[C@@]1(C)CCN2CC1CC1";"Emax";"'='";"0.64";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL973307";"Activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150274";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL4467777";"";"0";"361.51";"0";"2.86";"28; PZM21";"C[C@@H](Cc1ccsc1)NC(=O)NC[C@H](Cc1ccc(O)cc1)N(C)C";"Emax";"'='";"77.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4409278";"Inhibition of mu opioid receptor (unknown origin) assessed as reduction in intracellular cAMP accumulation relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406853";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL58362";"";"0";"414.50";"0";"2.87";"72";"CC[C@@H]1CN2CC[C@]3(Nc4cccc(OC)c4C3=O)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC";"Emax";"'='";"82.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4409353";"Inhibition of mu opioid receptor (unknown origin) in presence of DPDPE by [35S]-GTPgammaS binding assay relative to control";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406853";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL58646";"";"0";"298.43";"0";"2.72";"2, 8-CAC";"C[C@H]1C2Cc3ccc(C(N)=O)cc3[C@@]1(C)CCN2CC1CC1";"Emax";"'='";"24.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2353038";"Partial agonist activity at human mu opioid receptor expressed in CHO cell membrane assessed as stimulation of [35S]GTPgammaS binding after 60 mins by liquid scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3308072";""
"CHEMBL19019";"NALTREXONE";"4";"341.41";"0";"1.53";"NTX";"O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5";"Emax";"'='";"7.75";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL1828466";"Agonist activity against mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]-GTPgammaS binding at 100 nM relative to DAMGO";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821548";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"CHEMBL3308072";""
"CHEMBL459573";"";"0";"511.67";"1";"4.64";"(+/-)-6.3c";"COCCN(C(=O)COCc1ccccc1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1";"Emax";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1028120";"Intrinsic activity at human cloned mu opioid receptor at 100 uM by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152717";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL56695";"";"0";"368.43";"0";"0.92";"2, CCDC710250";"NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314";"Emax";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL958392";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153960";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL242756";"";"0";"353.54";"0";"4.35";"9a";"Nc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1";"Emax";"'='";"45.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL749649";"Binding ability against Opioid receptor mu 1 by stimulating the [35S]GTP-gamma-S radioligand in Chinese hamster ovary membranes";"F";"BAO_0000249";"cell membrane format";"Cricetulus griseus";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149134";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL199931";"";"0";"763.03";"2";"7.98";"11 (MCL-196)";"CN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCCC6[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5";"Emax";"'='";"110.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL863310";"Activity at human mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148605";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308072";""
"CHEMBL470617";"NALTREXONE METHIODIDE";"0";"483.35";"0";"1.67";"10";"C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[I-]";"Emax";"'='";"5.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL958392";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153960";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL512394";"";"0";"287.43";"0";"3.76";"(S)-(S)-5.2a";"COCCN[C@@H]1c2ccccc2CC[C@H]1c1ccsc1";"Emax";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1028120";"Intrinsic activity at human cloned mu opioid receptor at 100 uM by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152717";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL461258";"";"0";"481.42";"0";"4.72";"(+/-)-6.4h";"COCCN(C(=O)c1ccc(Cl)c(Cl)c1)C1c2cc(OC)c(OC)cc2CCC1N(C)C";"Emax";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1028120";"Intrinsic activity at human cloned mu opioid receptor at 100 uM by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152717";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL4296735";"";"0";"475.42";"0";"2.33";"SYK-238";"Cl.Cl.OCCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13";"Emax";"'='";"19.87";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3097534";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells after 2 hrs by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091434";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL184328";"";"0";"383.52";"0";"2.47";"20e";"O=S1(=O)NCc2ccccc2N1C1CCN(C2Cc3ccccc3C2)CC1";"Emax";"'<='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL838027";"Antagonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL4633020";"";"0";"584.76";"2";"7.12";"13";"Cc1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5";"Emax";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4630065";"Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627399";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3308072";""
"CHEMBL4646678";"";"0";"576.70";"2";"5.50";"42";"Cc1nnc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)o1";"Emax";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4630065";"Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627399";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3308072";""
"CHEMBL187743";"";"0";"419.55";"0";"4.49";"19b";"O=S1(=O)Nc2ccccc2N1C1CCN(Cc2ccc(-c3ccccc3)cc2)CC1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL838030";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; ND denotes not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL182131";"";"0";"351.52";"0";"3.45";"19j";"CC(C)CCC(C)N1CCC(N2c3ccccc3NS2(=O)=O)CC1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL838030";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; ND denotes not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL364398";"";"0";"435.63";"0";"3.22";"26";"CC(C)C1CCC(N2CCC(N3c4ccccc4CN(CCO)S3(=O)=O)CC2)CC1";"Emax";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL838033";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; Partial antagonist with 5-10% activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL182967";"";"0";"512.74";"1";"2.78";"27";"CC(C)C1CCC(N2CCC(N3c4ccccc4CN(CCNS(C)(=O)=O)S3(=O)=O)CC2)CC1";"Emax";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL838033";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; Partial antagonist with 5-10% activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL187117";"";"0";"393.51";"0";"3.98";"19a";"O=S1(=O)Nc2ccccc2N1C1CCN(Cc2ccc3ccccc3c2)CC1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL838030";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; ND denotes not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL301160";"BUTORPHAN";"0";"311.47";"0";"4.25";"1, butorphan";"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL919395";"Agonist activity at human opioid gamma receptor expressed in CHO cells assessed as maximal stimulation of [35S]GTP-gamma-S binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147138";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL433697";"";"0";"705.00";"2";"8.69";"13 MCL-139";"O=C(CCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL749741";"Percent maximal stimulation in [35S]-GTP-gamma S binding assay mediated by the Opioid receptor mu 1 in chinese Hamster Ovary (CHO)membranes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145905";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL301160";"BUTORPHAN";"0";"311.47";"0";"4.25";"2, MCL-101";"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL893249";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding relative to basal level after 60 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147995";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL49269";"CYCLORPHAN";"0";"297.44";"0";"3.86";"1";"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3";"Emax";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL893249";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding relative to basal level after 60 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147995";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL4215165";"";"0";"341.84";"0";"3.82";"3";"O=c1[nH]c2ccccc2n1C1CCN(Cc2cccc(Cl)c2)CC1";"Emax";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4217435";"";"0";"455.18";"1";"5.24";"46";"O=c1[nH]c2cc(Cl)c(Cl)cc2n1C1CCN(Cc2ccc(Br)cc2)CC1";"Emax";"'='";"3.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4216570";"";"0";"355.87";"0";"4.13";"14";"Cc1cc(Cl)ccc1CN1CCC(n2c(=O)[nH]c3ccccc32)CC1";"Emax";"'='";"75.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4204767";"";"0";"438.73";"0";"4.72";"42";"O=c1[nH]c2ccc(Cl)cc2n1C1CCN(Cc2ccc(Br)cc2F)CC1";"Emax";"'='";"49.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4216907";"";"0";"441.16";"0";"4.85";"49";"O=c1[nH]c2cc(Cl)c(Cl)cc2n1[C@H]1CCN(Cc2ccc(Br)cc2)C1";"Emax";"'='";"29.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4203746";"";"0";"455.18";"1";"5.24";"51";"O=c1[nH]c2cc(Cl)c(Cl)cc2n1[C@H]1CCCN(Cc2ccc(Br)cc2)C1";"Emax";"'='";"-0.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL183464";"";"0";"377.55";"0";"3.99";"19i";"CCCC1CCC(N2CCC(N3c4ccccc4NS3(=O)=O)CC2)CC1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL838030";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; ND denotes not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL511142";"BUPRENORPHINE";"4";"467.65";"0";"4.41";"17a";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5";"Emax";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1019887";"Activity at human cloned mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay relative to basal GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139291";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
